-3.218853032651719515e-01;-9.467786708317251776e-01
-2.787740592327234146e-01;-9.603567170061914071e-01
-2.350932957710324123e-01;-9.719728094363102588e-01
-1.909322501769408487e-01;-9.816032171108497462e-01
-1.463811409361669424e-01;-9.892282656587537693e-01
-1.015309834121084082e-01;-9.948323775427547755e-01
-5.647340390667025117e-02;-9.984041038833895154e-01
-1.130045247298012805e-02;-9.999361478484043442e-01
3.389558513759570457e-02;-9.994253795597648482e-01
7.902237600995444533e-02;-9.968728424878177119e-01
1.239877286961125202e-01;-9.922837513195402748e-01
1.686997815570476789e-01;-9.856674813052342943e-01
2.130671904307691877e-01;-9.770375491054262840e-01
2.569993152432031858e-01;-9.664115851771049037e-01
3.004064051806711322e-01;-9.538112977557072769e-01
3.431997820456596515e-01;-9.392624285064380407e-01
3.852920214212965377e-01;-9.227946999355225444e-01
4.265971312744252231e-01;-9.044417546688292564e-01
4.670307276324008883e-01;-8.842410867219132609e-01
5.065102069747117186e-01;-8.622339649018906371e-01
5.449549149872378040e-01;-8.384653484976302140e-01
5.822863113343935693e-01;-8.129837954305028092e-01
6.184281301125330588e-01;-7.858413630533301886e-01
6.533065356568208415e-01;-7.570935018001958561e-01
6.868502733832645424e-01;-7.267989419043858756e-01
7.189908153577472261e-01;-6.950195734158871597e-01
7.496625002946699645e-01;-6.618203197635622592e-01
7.788026676991961494e-01;-6.272690051203035910e-01
8.063517858790513193e-01;-5.914362158421350157e-01
8.322535735643603605e-01;-5.543951562643308906e-01
8.564551148870560571e-01;-5.162214991491537175e-01
8.789069674849658842e-01;-4.769932310907369910e-01
8.995632635097247087e-01;-4.367904931929420531e-01
9.183818033321610175e-01;-3.956954173456748713e-01
9.353241417537210278e-01;-3.537919584341411849e-01
9.503556665478064547e-01;-3.111657228238264850e-01
9.634456691705702847e-01;-2.679037934715969294e-01
9.745674074967120015e-01;-2.240945520202079766e-01
9.836981604521076727e-01;-1.798274982396727284e-01
9.908192744316619560e-01;-1.351930671843600551e-01
9.959162014075551017e-01;-9.028244443936044028e-02
9.989785286500293404e-01;-4.518737983356056059e-02
1.000000000000000000e+00;-2.449293598294706414e-16
