1.000000000000000000e+00;0.000000000000000000e+00
9.989785286500293404e-01;4.518737983356033855e-02
9.959162014075551017e-01;9.028244443936023211e-02
9.908192744316619560e-01;1.351930671843598886e-01
9.836981604521076727e-01;1.798274982396725896e-01
9.745674074967120015e-01;2.240945520202078378e-01
9.634456691705702847e-01;2.679037934715967628e-01
9.503556665478065657e-01;3.111657228238264294e-01
9.353241417537211388e-01;3.537919584341410739e-01
9.183818033321611285e-01;3.956954173456748158e-01
8.995632635097247087e-01;4.367904931929420531e-01
8.789069674849658842e-01;4.769932310907369355e-01
8.564551148870560571e-01;5.162214991491536065e-01
8.322535735643603605e-01;5.543951562643308906e-01
8.063517858790513193e-01;5.914362158421351268e-01
7.788026676991960384e-01;6.272690051203037020e-01
7.496625002946699645e-01;6.618203197635623702e-01
7.189908153577472261e-01;6.950195734158872707e-01
6.868502733832644314e-01;7.267989419043858756e-01
6.533065356568206195e-01;7.570935018001959671e-01
6.184281301125329477e-01;7.858413630533302996e-01
5.822863113343934582e-01;8.129837954305029202e-01
5.449549149872375819e-01;8.384653484976303250e-01
5.065102069747114966e-01;8.622339649018907481e-01
4.670307276324007217e-01;8.842410867219133719e-01
4.265971312744250010e-01;9.044417546688293674e-01
3.852920214212963712e-01;9.227946999355226554e-01
3.431997820456592629e-01;9.392624285064382628e-01
3.004064051806707436e-01;9.538112977557073879e-01
2.569993152432027417e-01;9.664115851771050147e-01
2.130671904307687714e-01;9.770375491054263950e-01
1.686997815570472625e-01;9.856674813052344053e-01
1.239877286961120900e-01;9.922837513195402748e-01
7.902237600995490330e-02;9.968728424878176009e-01
3.389558513759616948e-02;9.994253795597648482e-01
-1.130045247297966141e-02;9.999361478484043442e-01
-5.647340390666978627e-02;9.984041038833895154e-01
-1.015309834121079363e-01;9.948323775427547755e-01
-1.463811409361666926e-01;9.892282656587538803e-01
-1.909322501769405989e-01;9.816032171108498572e-01
-2.350932957710321902e-01;9.719728094363102588e-01
-2.787740592327231925e-01;9.603567170061915181e-01
-3.218853032651717294e-01;9.467786708317252886e-01
-3.643389540670962656e-01;9.312664100832233061e-01
-4.060482812625052507e-01;9.138516254205413247e-01
-4.469280750858852791e-01;8.945698942508770735e-01
-4.868948204608697927e-01;8.734606080461656541e-01
-5.258668676167544964e-01;8.505668918685600488e-01
-5.637645988943006392e-01;8.259355162683998941e-01
-6.005105914000503642e-01;7.996168017346569901e-01
-6.360297751768619889e-01;7.716645158930598436e-01
-6.702495865675306419e-01;7.421357636619152487e-01
-7.031001164581826002e-01;7.110908705900322868e-01
-7.345142530985884211e-01;6.785932596150825447e-01
-7.644278192076239264e-01;6.447093214941723716e-01
-7.927797030837769876e-01;6.095082791713319903e-01
-8.195119834528533653e-01;5.730620463590048175e-01
-8.445700477978204113e-01;5.354450806224551052e-01
-8.679027039290497791e-01;4.967342312672282101e-01
-8.894622845670280276e-01;4.570085823404230196e-01
-9.092047447238770230e-01;4.163492910665149704e-01
-9.270897516847403930e-01;3.748394220477968553e-01
-9.430807674052090750e-01;3.325637775681560271e-01
-9.571451231564522821e-01;2.896087243468674077e-01
-9.692540862655586453e-01;2.460620170963350450e-01
-9.793829188147404885e-01;2.020126192442429358e-01
-9.875109281794826055e-01;1.575505211863697519e-01
-9.936215093023882394e-01;1.127665564413669608e-01
-9.977021786163599026e-01;6.775221608308475141e-02
-9.997445995478118075e-01;2.259946182955075919e-02
-9.997445995478118075e-01;-2.259946182955051286e-02
-9.977021786163599026e-01;-6.775221608308450161e-02
-9.936215093023882394e-01;-1.127665564413667110e-01
-9.875109281794826055e-01;-1.575505211863695298e-01
-9.793829188147404885e-01;-2.020126192442426860e-01
-9.692540862655585343e-01;-2.460620170963352393e-01
-9.571451231564521711e-01;-2.896087243468675743e-01
-9.430807674052089640e-01;-3.325637775681561936e-01
-9.270897516847402819e-01;-3.748394220477970773e-01
-9.092047447238769120e-01;-4.163492910665151370e-01
-8.894622845670279165e-01;-4.570085823404231862e-01
-8.679027039290496681e-01;-4.967342312672283766e-01
-8.445700477978203002e-01;-5.354450806224552162e-01
-8.195119834528532543e-01;-5.730620463590049285e-01
-7.927797030837768766e-01;-6.095082791713322123e-01
-7.644278192076238154e-01;-6.447093214941725936e-01
-7.345142530985885321e-01;-6.785932596150823226e-01
-7.031001164581827112e-01;-7.110908705900320648e-01
-6.702495865675308639e-01;-7.421357636619151377e-01
-6.360297751768622110e-01;-7.716645158930597326e-01
-6.005105914000505862e-01;-7.996168017346567680e-01
-5.637645988943008613e-01;-8.259355162683997831e-01
-5.258668676167547185e-01;-8.505668918685599378e-01
-4.868948204608700148e-01;-8.734606080461655431e-01
-4.469280750858855011e-01;-8.945698942508769624e-01
-4.060482812625054727e-01;-9.138516254205412137e-01
-3.643389540670965432e-01;-9.312664100832231950e-01
